nf,entropy,la,ld,lt,fix,pd,npt,exp,bug
0,0.0,0.0026455026455026,0.0,362,0,0,0.0,0,0
2,1.03514019815571,0.0080875356803044,0.005708848715509,1914,0,0,0.34504673271857,14,0
1,0.94993802142349,0.0979483785572469,0.0132362673726009,1473,0,0,0.474969010711745,13,0
0,0.0,0.0001954270080125,0.0001954270080125,2912,0,0,0.0,0,0
0,0.0,0.0598290598290598,0.0085470085470085,101,0,0,0.0,8,0
4,1.73596733235377,0.215525114155251,0.0063926940639269,1077,0,0,0.347193466470754,16,0
2,1.58496250072116,0.0384615384615385,0.0,140,0,0,0.528320833573719,11,0
0,0.0,0.0227272727272727,0.0,116,0,0,0.0,1,0
0,0.0,0.0625,0.015625,112,0,0,0.0,10,0
1,0.904381457724494,0.0347682119205298,0.0066225165562913,588,0,0,0.452190728862247,10,0
0,0.0,0.0034013605442176,0.0034013605442176,572,0,0,0.0,4,0
1,0.391243563629256,0.226244343891403,0.0090497737556561,205,0,0,0.195621781814628,11,0
0,0.0,0.0027247956403269,0.0054495912806539,351,0,0,0.0,9,0
0,0.0,0.0001951600312256,0.0001951600312256,2914,0,0,0.0,0,0
0,0.0,0.0264817150063052,0.0050441361916771,777,0,0,0.0,10,0
0,0.0,0.0086206896551724,0.0086206896551724,100,0,0,0.0,7,0
1,0.933025295359291,0.0382222222222222,0.0,1107,0,0,0.466512647679646,9,0
0,0.0,0.0841423948220065,0.0032362459546925,293,0,0,0.0,9,0
0,0.0,0.0025210084033613,0.0016806722689075,1171,0,0,0.0,7,0
1,1.0,0.0045766590389016,0.0045766590389016,421,0,0,0.5,13,0
0,0.0,0.0003615328994938,0.0003615328994938,2294,0,0,0.0,0,0
0,0.0,0.048721071863581,0.0426309378806334,805,0,0,0.0,9,0
0,0.0,0.0,0.0199501246882793,385,0,0,0.0,1,0
0,0.0,0.00020366598778,0.00020366598778,2859,0,0,0.0,0,0
0,0.0,0.0,0.0225563909774436,117,0,0,0.0,9,0
0,0.0,0.022680412371134,0.0,469,0,0,0.0,4,0
1,0.985228136034252,0.127272727272727,0.0424242424242424,149,0,0,0.492614068017126,8,1
1,0.954434002924965,0.0603448275862069,0.0086206896551724,100,0,0,0.477217001462482,10,0
0,0.0,0.0957446808510638,0.0,78,0,0,0.0,8,0
1,0.976020648236615,0.0495867768595041,0.0413223140495868,226,0,0,0.488010324118307,10,0
2,1.25162916738782,0.0116504854368932,0.0116504854368932,499,1,0,0.417209722462608,10,0
0,0.0,0.0187192118226601,0.0177339901477833,997,0,0,0.0,10,0
3,1.86393248552192,0.191387559808612,0.0047846889952153,193,0,0,0.465983121380479,9,0
0,0.0,0.000258866166192,0.000258866166192,2711,0,0,0.0,3,0
0,0.0,0.000268817204301,0.000268817204301,2668,0,0,0.0,0,0
0,0.0,0.220588235294118,0.0294117647058824,52,1,0,0.0,9,0
0,0.0,0.0340909090909091,0.0340909090909091,160,0,0,0.0,10,0
0,0.0,0.159574468085106,0.0,78,0,0,0.0,9,0
1,0.959316032054378,0.0875,0.0107142857142857,544,0,0,0.479658016027189,9,0
0,0.0,0.0001948178453146,0.0001948178453146,2916,0,0,0.0,0,0
0,0.0,0.0074626865671641,0.0,386,0,0,0.0,7,0
1,0.337290066617014,0.0238663484486874,0.0143198090692124,403,0,0,0.168645033308507,8,0
4,1.94773092211916,0.0744920993227991,0.0158013544018059,427,1,0,0.389546184423832,17,0
2,0.921928094887362,0.0083798882681564,0.0055865921787709,700,0,0,0.307309364962454,16,0
4,2.20988863801473,0.0197044334975369,0.0147783251231527,390,0,0,0.441977727602945,18,0
1,1.0,0.0071942446043165,0.0071942446043165,262,0,0,0.5,16,0
4,1.80246779737157,0.031021897810219,0.0237226277372263,532,0,0,0.360493559474313,17,0
0,0.0,0.0521739130434783,0.008695652173913,99,0,0,0.0,9,0
0,0.0,0.0086614173228346,0.0,1249,1,0,0.0,0,0
2,1.4284124677946,0.030812324929972,0.0028011204481792,698,0,0,0.476137489264866,18,0
5,1.69797721147373,0.0298165137614679,0.0002548419979612,2721,0,0,0.282996201912289,23,0
6,2.39894581398125,0.0268977884040646,0.017931858936043,1617,0,0,0.342706544854465,10,1
2,1.14053502412511,0.0527522935779817,0.0275229357798165,420,1,0,0.380178341375036,14,0
0,0.0,0.02,0.0,34,0,0,0.0,9,0
1,0.811278124459133,0.05,0.025,304,0,0,0.405639062229566,14,0
0,0.0,0.0018115942028985,0.0,2289,0,0,0.0,5,0
6,2.29968187155215,0.0621890547263682,0.0385572139303483,1564,0,0,0.328525981650307,18,0
0,0.0,0.0,0.0126582278481013,63,0,0,0.0,1,0
0,0.0,0.0434782608695652,0.0,398,0,0,0.0,8,0
7,2.91829583405449,0.0038772213247172,0.0038772213247172,2417,0,0,0.364786979256811,15,0
2,1.39958123064606,0.029520295202952,0.025830258302583,255,0,0,0.466527076882021,11,0
2,0.913547675944687,0.149722735674677,0.0184842883548983,525,0,0,0.304515891981562,10,0
1,0.286396957115956,0.0710059171597633,0.0473372781065089,322,1,0,0.143198478557978,10,0
0,0.0,0.0232558139534884,0.0116279069767442,156,0,0,0.0,7,0
1,1.0,0.0136054421768707,0.0136054421768707,131,0,0,0.5,9,0
0,0.0,0.0054945054945054,0.0054945054945054,166,0,0,0.0,9,0
0,0.0,0.0240963855421687,0.0120481927710843,67,0,0,0.0,9,0
3,1.19859661927858,0.226158038147139,0.0490463215258856,351,0,0,0.299649154819646,18,0
0,0.0,0.0002952465308532,0.0002952465308532,2537,0,0,0.0,0,0
1,1.0,0.0024630541871921,0.0024630541871921,796,1,0,0.5,15,0
0,0.0,0.025,0.025,24,0,0,0.0,5,0
0,0.0,0.0,0.0016920473773265,575,0,0,0.0,5,0
1,0.811278124459133,0.0343839541547278,0.0,333,0,0,0.405639062229566,18,0
5,2.55034070954639,0.0021213406873143,0.0025456088247772,2047,0,0,0.425056784924398,18,0
0,0.0,0.0710059171597633,0.0473372781065089,153,0,0,0.0,1,0
0,0.0,0.0032258064516129,0.0032258064516129,913,0,0,0.0,1,0
0,0.0,0.0023094688221709,0.0023094688221709,417,0,0,0.0,1,0
0,0.0,0.0021186440677966,0.0021186440677966,456,0,0,0.0,9,0
0,0.0,0.05,0.02,84,0,0,0.0,9,0
0,0.0,0.0353982300884956,0.0176991150442478,97,0,0,0.0,7,0
0,0.0,0.0416666666666667,0.0,32,0,0,0.0,9,0
0,0.0,0.0,0.0149253731343284,118,0,0,0.0,1,0
0,0.0,0.0069930069930069,0.0069930069930069,127,0,0,0.0,2,0
5,1.4243397121353,0.0789652825051055,0.0197413206262764,1435,0,0,0.23738995202255,12,0
1,0.970950594454669,0.0107142857142857,0.0011904761904761,824,0,0,0.485475297227334,9,0
1,0.980597440991727,0.0477554918815664,0.0047755491881566,1029,0,0,0.490298720495864,7,0
0,0.0,0.0,0.0185185185185185,92,0,0,0.0,1,0
0,0.0,0.0714285714285714,0.0,12,0,0,0.0,5,0
0,0.0,0.0,0.0046082949308755,201,0,0,0.0,8,0
0,0.0,0.0026666666666666,0.0026666666666666,359,0,0,0.0,8,0
2,1.37095059445467,0.0083102493074792,0.0055401662049861,706,0,0,0.45698353148489,17,0
0,0.0,0.0153846153846154,0.0,439,0,0,0.0,9,0
0,0.0,0.000278940027894,0.000278940027894,2618,0,0,0.0,0,0
0,0.0,0.133587786259542,0.0,246,0,0,0.0,10,1
0,0.0,0.027027027027027,0.027027027027027,169,1,0,0.0,7,0
0,0.0,0.0034843205574912,0.0,271,0,0,0.0,0,0
1,0.979868756651153,0.0202839756592292,0.0040567951318458,477,0,0,0.489934378325576,13,0
1,0.966452275046887,0.0,0.0,0,0,0,0.483226137523444,8,0
1,0.543564443199596,0.021671826625387,0.0030959752321981,307,0,0,0.271782221599798,16,0
2,1.48186312513611,0.0945121951219512,0.0060975609756097,312,0,0,0.493954375045371,18,0
1,0.993233819739707,0.12448132780083,0.004149377593361,225,0,0,0.496616909869853,13,0
0,0.0,0.0970873786407767,0.0097087378640776,87,0,0,0.0,9,0
0,0.0,0.0,0.0289017341040462,157,0,0,0.0,7,0
0,0.0,0.0003003003003003,0.0003003003003003,2508,0,0,0.0,0,0
0,0.0,0.0175438596491228,0.0175438596491228,41,0,0,0.0,9,0
1,0.721928094887362,0.0111265646731572,0.0097357440890125,703,0,0,0.360964047443681,5,1
2,1.07838781149383,0.0323508267433501,0.0,1364,0,0,0.359462603831277,18,0
0,0.0,0.0072992700729927,0.0072992700729927,121,1,0,0.0,4,0
0,0.0,0.0087463556851312,0.0087463556851312,327,0,0,0.0,9,0
2,1.2366493562677,0.107407407407407,0.0444444444444444,254,1,0,0.412216452089233,16,0
0,0.0,0.0003214400514304,0.0003214400514304,2424,0,0,0.0,1,0
0,0.0,0.0006535947712418,0.0006535947712418,1492,0,0,0.0,0,0
0,0.0,0.0,0.0116959064327485,497,1,0,0.0,1,0
0,0.0,0.0007722007722007,0.0007722007722007,1274,0,0,0.0,0,0
0,0.0,0.0002952465308532,0.0002952465308532,2537,0,0,0.0,0,0
2,1.45056129795093,0.111979166666667,0.03125,752,0,0,0.483520432650309,9,0
0,0.0,0.0542168674698795,0.0,150,0,0,0.0,1,0
0,0.0,0.0039100684261974,0.0009775171065493,1005,0,0,0.0,8,0
3,1.92192809488736,0.0059820538384845,0.003988035892323,985,0,0,0.480482023721841,8,1
1,0.941423108186979,0.13840830449827,0.0449826989619377,273,0,0,0.47071155409349,15,0
0,0.0,0.032258064516129,0.032258064516129,15,0,0,0.0,1,0
3,1.42998875294282,0.182254196642686,0.0071942446043165,401,0,0,0.357497188235705,18,0
2,1.45914791702724,0.0155210643015521,0.0110864745011086,435,0,0,0.486382639009082,10,0
0,0.0,0.0002721088435374,0.0002721088435374,2651,1,0,0.0,0,0
0,0.0,0.0045871559633027,0.0022935779816513,420,0,0,0.0,9,0
0,0.0,0.0357142857142857,0.0357142857142857,12,0,0,0.0,5,0
0,0.0,0.0,0.0,0,0,0,0.0,9,0
2,1.37095059445467,0.0119904076738609,0.0119904076738609,401,0,0,0.45698353148489,14,0
3,1.66486813755669,0.10972972972973,0.0308108108108108,1751,0,0,0.416217034389173,29,0
0,0.0,0.0449438202247191,0.0,73,0,0,0.0,9,0
0,0.0,0.0234741784037559,0.0,197,0,0,0.0,1,0
2,1.43317617321957,0.0043352601156069,0.0065028901734104,2296,0,0,0.477725391073191,15,0
0,0.0,0.0011737089201877,0.0011737089201877,1638,0,0,0.0,0,0
0,0.0,0.0048309178743961,0.0,191,0,0,0.0,10,0
3,1.44661666762821,0.0070422535211267,0.0140845070422535,836,0,0,0.361654166907052,8,0
0,0.0,0.0027624309392265,0.0027624309392265,346,0,0,0.0,10,0
0,0.0,0.0002027163997567,0.0002027163997567,2864,0,0,0.0,0,0
6,0.0,0.108695652173913,0.0,30,0,0,0.0,1,0
4,1.40293423819539,0.0506756756756757,0.0011261261261261,871,0,0,0.280586847639078,12,1
1,0.863120568566631,0.0014814814814814,0.0019753086419753,1864,0,0,0.431560284283315,16,0
1,0.881290899230693,0.0066815144766147,0.0155902004454343,433,1,0,0.440645449615346,9,0
0,0.0,0.0043668122270742,0.0,213,0,0,0.0,4,0
1,0.91829583405449,0.0734265734265734,0.0,270,0,0,0.459147917027245,9,0
0,0.0,0.0,0.0053003533568904,550,0,0,0.0,9,0
2,1.22439444540599,0.0337837837837838,0.027027027027027,132,0,0,0.408131481801995,18,0
2,0.830602115145806,0.0177595628415301,0.0020491803278688,1432,0,0,0.276867371715269,17,0
0,0.0,0.0074441687344913,0.0024813895781637,387,0,0,0.0,8,0
0,0.0,0.0004093327875562,0.0004093327875562,2100,0,0,0.0,5,0
0,0.0,0.0686274509803922,0.0,86,0,0,0.0,8,0
0,0.0,0.0231884057971014,0.0289855072463768,329,1,0,0.0,9,1
0,0.0,0.0028985507246376,0.0028985507246376,329,0,0,0.0,9,0
0,0.0,0.0384615384615385,0.0384615384615385,10,0,0,0.0,4,0
4,1.96396346026237,0.0054536440257808,0.0059494298463064,1859,0,0,0.392792692052473,24,0
2,0.982568362649517,0.149584487534626,0.0041551246537396,706,0,0,0.327522787549839,16,0
1,0.779349837292085,0.0111731843575419,0.0130353817504655,521,0,0,0.389674918646043,9,1
0,0.0,0.0002862868594331,0.0002862868594331,2596,0,0,0.0,0,0
0,0.0,0.0060362173038229,0.0040241448692152,481,0,0,0.0,9,0
0,0.0,0.0015590894917368,0.0,2467,0,0,0.0,3,0
3,0.753320081691649,0.149006622516556,0.0066225165562913,286,0,0,0.188330020422912,9,0
0,0.0,0.0086206896551724,0.0120689655172414,564,0,0,0.0,9,0
0,0.0,0.0126582278481013,0.0126582278481013,63,0,0,0.0,2,0
2,1.38210225325431,0.0345982142857143,0.0055803571428571,879,1,0,0.46070075108477,9,0
6,2.5446288505635,0.175029171528588,0.0414235705950992,1645,0,0,0.363518407223357,26,0
1,1.0,0.0213903743315508,0.0320855614973262,171,0,0,0.5,6,0
0,0.0,0.0091743119266055,0.0091743119266055,93,0,0,0.0,10,0
1,0.995727452084926,0.0264026402640264,0.0165016501650165,287,0,0,0.497863726042463,18,0
0,0.0,0.0105263157894737,0.0105263157894737,79,0,0,0.0,1,0
1,1.0,0.0161290322580645,0.0161290322580645,108,1,0,0.5,4,0
0,0.0,0.0,0.0,0,0,0,0.0,10,0
0,0.0,0.01,0.01,84,0,0,0.0,1,0
7,2.43557493692094,0.0414269275028769,0.0264672036823936,852,0,0,0.304446867115118,18,0
0,0.0,0.0102739726027397,0.0410958904109589,276,0,0,0.0,10,0
0,0.0,0.0087336244541484,0.0043668122270742,213,1,0,0.0,9,0
1,1.0,0.0083594566353187,0.0,939,0,0,0.5,8,0
0,0.0,0.027027027027027,0.027027027027027,169,0,0,0.0,9,0
0,0.0,0.0163934426229508,0.0163934426229508,106,1,0,0.0,9,0
7,2.30656070084046,0.186046511627907,0.037567084078712,1100,0,0,0.288320087605057,17,0
1,0.439496986921513,0.0462555066079295,0.0022026431718061,438,0,0,0.219748493460757,13,0
1,0.91829583405449,0.038961038961039,0.038961038961039,61,0,0,0.459147917027245,9,0
0,0.0,0.0,0.015406162464986,698,0,0,0.0,0,0
0,0.0,0.0003311258278145,0.0003311258278145,2397,0,0,0.0,0,0
0,0.0,0.0167364016736402,0.0502092050209205,223,0,0,0.0,7,0
0,0.0,0.0025188916876574,0.0016792611251049,1172,0,0,0.0,7,0
6,2.15615582463919,0.0706436420722135,0.0470957613814757,621,0,0,0.308022260662742,21,0
1,0.852980370858316,0.154121863799283,0.004778972520908,821,0,0,0.426490185429158,16,0
0,0.0,0.0082644628099173,0.0082644628099173,105,1,0,0.0,9,0
0,0.0,0.0059880239520958,0.0059880239520958,151,0,0,0.0,1,0
0,0.0,0.0277777777777778,0.0277777777777778,20,0,0,0.0,4,0
1,0.639457132485164,0.197452229299363,0.0382165605095541,141,0,0,0.319728566242582,18,0
0,0.0,0.0002710761724044,0.0002710761724044,2659,0,0,0.0,0,0
0,0.0,0.0042553191489361,0.0042553191489361,219,0,0,0.0,9,0
1,0.966618632548103,0.0218270008084074,0.0008084074373484,1217,0,0,0.483309316274051,15,0
0,0.0,0.145833333333333,0.0208333333333333,32,0,0,0.0,9,0
0,0.0,0.0034883720930232,0.0034883720930232,844,0,0,0.0,8,0
1,0.863120568566631,0.0177777777777778,0.0288888888888889,434,0,0,0.431560284283315,9,0
0,0.0,0.149659863945578,0.0,131,0,0,0.0,1,0
2,1.56925859298552,0.162287480680062,0.0108191653786708,631,0,0,0.52308619766184,15,1
3,1.17674634219868,0.215619694397284,0.0,573,0,0,0.29418658554967,3,1
4,1.15350605459338,0.0926829268292683,0.0121951219512195,394,0,0,0.230701210918675,9,0
1,1.0,0.0049382716049382,0.0049382716049382,389,0,0,0.5,2,0
0,0.0,0.0014044943820224,0.0014044943820224,696,0,0,0.0,5,0
1,1.0,0.0350877192982456,0.0175438596491228,212,0,0,0.5,11,0
2,1.58496250072116,0.0197368421052632,0.0197368421052632,136,0,0,0.528320833573719,14,0
1,0.94566030460064,0.0209643605870021,0.0020964360587002,461,0,0,0.47283015230032,13,0
7,1.76493447131917,0.0880551301684533,0.0068912710566615,1284,0,0,0.220616808914896,14,0
0,0.0,0.0317460317460317,0.0317460317460317,47,0,0,0.0,9,0
1,0.94566030460064,0.005151688609044,0.0011448196908986,1672,0,0,0.47283015230032,0,1
0,0.0,0.0170940170940171,0.0,335,0,0,0.0,1,0
0,0.0,0.0262172284644195,0.0074906367041198,251,0,0,0.0,8,0
0,0.0,0.0083333333333333,0.0083333333333333,104,0,0,0.0,0,0
0,0.0,0.006269592476489,0.006269592476489,303,0,0,0.0,9,0
1,0.996485989886783,0.0218921032056294,0.0117279124315872,1258,0,0,0.498242994943392,9,0
0,0.0,0.078125,0.03125,112,0,0,0.0,1,0
3,1.41829583405449,0.0234833659491194,0.0234833659491194,495,0,0,0.354573958513622,9,1
0,0.0,0.0006230529595015,0.0,1561,0,0,0.0,5,0
0,0.0,0.0588235294117647,0.0110294117647059,256,0,0,0.0,7,0
0,0.0,0.0001970443349753,0.0001970443349753,2897,0,0,0.0,0,0
1,0.721928094887362,0.0038071065989847,0.0025380710659898,772,0,0,0.360964047443681,9,0
0,0.0,0.0002736726874657,0.0002736726874657,2647,0,0,0.0,0,0
0,0.0,0.0187793427230047,0.0,197,1,0,0.0,0,0
0,0.0,0.012987012987013,0.012987012987013,61,0,0,0.0,7,0
1,0.961236604722876,0.0704697986577181,0.0167785234899329,282,1,0,0.480618302361438,16,0
0,0.0,0.000268817204301,0.000268817204301,2668,0,0,0.0,0,0
0,0.0,0.0358974358974359,0.0,179,0,0,0.0,1,0
0,0.0,0.0193798449612403,0.003875968992248,242,0,0,0.0,2,0
2,1.58103096275637,0.0804701627486438,0.0397830018083183,1088,0,0,0.52701032091879,17,0
0,0.0,0.0,0.0142857142857143,54,0,0,0.0,9,0
1,0.94566030460064,0.0367647058823529,0.0117647058823529,664,0,0,0.47283015230032,9,0
2,1.58202394096428,0.0548986486486486,0.0008445945945945,1165,0,0,0.527341313654759,10,0
3,1.67943617853313,0.0920716112531969,0.0345268542199488,766,0,0,0.419859044633283,16,0
0,0.0,0.000290613193839,0.000290613193839,2571,0,0,0.0,0,0
0,0.0,0.0111524163568773,0.0,522,0,0,0.0,8,0
0,0.0,0.0,0.049079754601227,147,0,0,0.0,7,0
3,1.11780429195445,0.0243832472748135,0.0189328743545611,2594,0,0,0.279451072988612,16,0
4,1.90077236088363,0.072289156626506,0.0,1736,0,0,0.380154472176726,16,0
0,0.0,0.0038910505836575,0.0,2029,0,0,0.0,0,0
0,0.0,0.0024390243902439,0.0024390243902439,394,0,0,0.0,7,0
3,1.78048650162727,0.0157687253613666,0.038107752956636,745,0,0,0.445121625406819,19,0
3,2.0,0.0078895463510848,0.0,491,0,0,0.5,20,0
0,0.0,0.102564102564103,0.0,140,0,0,0.0,1,0
0,0.0,0.0153846153846154,0.0153846153846154,49,0,0,0.0,7,0
2,1.16929477198758,0.225454545454545,0.0181818181818182,259,0,0,0.38976492399586,18,0
0,0.0,0.0081967213114754,0.0081967213114754,106,0,0,0.0,11,0
0,0.0,0.0012706480304955,0.0012706480304955,771,0,0,0.0,9,0
0,0.0,0.0151515151515152,0.0151515151515152,50,0,0,0.0,9,0
0,0.0,0.016,0.0,109,0,0,0.0,10,0
0,0.0,0.0029171528588098,0.0,1645,0,0,0.0,5,0
0,0.0,0.0002710761724044,0.0002710761724044,2659,0,0,0.0,0,0
0,0.0,0.0176817288801572,0.0157170923379175,1000,0,0,0.0,4,0
3,1.59167277858233,0.0130718954248366,0.0326797385620915,290,0,0,0.397918194645582,9,0
0,0.0,0.0003178639542275,0.0003178639542275,2438,0,0,0.0,3,0
3,1.77022940347375,0.0400576368876081,0.0,2585,0,0,0.442557350868437,14,0
1,0.967094114064218,0.159259259259259,0.0148148148148148,524,0,0,0.483547057032109,11,0
0,0.0,0.0264227642276423,0.0060975609756097,476,0,0,0.0,7,0
0,0.0,0.0260115606936416,0.0028901734104046,330,0,0,0.0,9,0
3,1.95021206491475,0.0069444444444444,0.0052083333333333,560,0,0,0.487553016228687,17,0
0,0.0,0.164948453608247,0.0206185567010309,81,0,0,0.0,7,0
2,1.37796303907617,0.040169133192389,0.0,457,0,0,0.459321013025392,17,0
1,0.91829583405449,0.0526315789473684,0.006578947368421,136,0,0,0.459147917027245,16,0
0,0.0,0.0023215322112594,0.0023215322112594,1652,0,0,0.0,5,0
