useless,nf,entropy,la,ld,lt,fix,pd,npt,exp,bug
523,1,0.0,0.0086206896551724,0.0120689655172414,580,0,1,0.0,10,0
526,1,0.0,0.0126582278481013,0.0126582278481013,79,0,1,0.0,3,0
527,3,1.38210225325431,0.0345982142857143,0.0055803571428571,896,1,1,0.46070075108477,10,0
530,7,2.5446288505635,0.175029171528588,0.0414235705950992,1714,0,1,0.363518407223357,27,0
534,2,1.0,0.0213903743315508,0.0320855614973262,187,0,1,0.5,7,0
537,1,0.0,0.0091743119266055,0.0091743119266055,109,0,1,0.0,11,0
539,2,0.995727452084926,0.0264026402640264,0.0165016501650165,303,0,1,0.497863726042463,19,0
541,1,0.0,0.0105263157894737,0.0105263157894737,95,0,1,0.0,2,0
542,2,1.0,0.0161290322580645,0.0161290322580645,124,1,1,0.5,5,0
549,1,0.0,0.0,0.0,0,0,1,0.0,11,0
553,1,0.0,0.01,0.01,100,0,1,0.0,2,0
557,8,2.43557493692094,0.0414269275028769,0.0264672036823936,869,0,1,0.304446867115118,19,0
558,1,0.0,0.0102739726027397,0.0410958904109589,292,0,1,0.0,11,0
561,1,0.0,0.0087336244541484,0.0043668122270742,229,1,1,0.0,10,0
563,2,1.0,0.0083594566353187,0.0,957,0,1,0.5,9,0
566,1,0.0,0.027027027027027,0.027027027027027,185,0,1,0.0,10,0
568,1,0.0,0.0163934426229508,0.0163934426229508,122,1,1,0.0,10,0
571,8,2.30656070084046,0.186046511627907,0.037567084078712,1118,0,1,0.288320087605057,18,0
572,2,0.439496986921513,0.0462555066079295,0.0022026431718061,454,0,1,0.219748493460757,14,0
573,2,0.91829583405449,0.038961038961039,0.038961038961039,77,0,1,0.459147917027245,10,0
574,1,0.0,0.0,0.015406162464986,714,0,1,0.0,1,0
577,1,0.0,0.0003311258278145,0.0003311258278145,3020,0,1,0.0,1,0
580,1,0.0,0.0167364016736402,0.0502092050209205,239,0,1,0.0,8,0
581,1,0.0,0.0025188916876574,0.0016792611251049,1191,0,1,0.0,8,0
583,7,2.15615582463919,0.0706436420722135,0.0470957613814757,637,0,1,0.308022260662742,22,0
586,2,0.852980370858316,0.154121863799283,0.004778972520908,837,0,1,0.426490185429158,17,0
592,1,0.0,0.0082644628099173,0.0082644628099173,121,1,1,0.0,10,0
595,1,0.0,0.0059880239520958,0.0059880239520958,167,0,1,0.0,2,0
600,1,0.0,0.0277777777777778,0.0277777777777778,36,0,1,0.0,5,0
602,2,0.639457132485164,0.197452229299363,0.0382165605095541,157,0,1,0.319728566242582,19,0
608,1,0.0,0.0002710761724044,0.0002710761724044,3689,0,1,0.0,1,0
610,1,0.0,0.0042553191489361,0.0042553191489361,235,0,1,0.0,10,0
611,2,0.966618632548103,0.0218270008084074,0.0008084074373484,1237,0,1,0.483309316274051,16,0
614,1,0.0,0.145833333333333,0.0208333333333333,48,0,1,0.0,10,0
615,1,0.0,0.0034883720930232,0.0034883720930232,860,0,1,0.0,9,0
616,2,0.863120568566631,0.0177777777777778,0.0288888888888889,450,0,1,0.431560284283315,10,0
617,1,0.0,0.149659863945578,0.0,147,0,1,0.0,2,0
621,3,1.56925859298552,0.162287480680062,0.0108191653786708,647,0,1,0.52308619766184,16,1
624,4,1.17674634219868,0.215619694397284,0.0,589,0,1,0.29418658554967,4,1
626,5,1.15350605459338,0.0926829268292683,0.0121951219512195,410,0,1,0.230701210918675,10,0
629,2,1.0,0.0049382716049382,0.0049382716049382,405,0,1,0.5,3,0
630,1,0.0,0.0014044943820224,0.0014044943820224,712,0,1,0.0,6,0
631,2,1.0,0.0350877192982456,0.0175438596491228,228,0,1,0.5,12,0
632,3,1.58496250072116,0.0197368421052632,0.0197368421052632,152,0,1,0.528320833573719,15,0
633,2,0.94566030460064,0.0209643605870021,0.0020964360587002,477,0,1,0.47283015230032,14,0
634,8,1.76493447131917,0.0880551301684533,0.0068912710566615,1306,0,1,0.220616808914896,15,0
636,1,0.0,0.0317460317460317,0.0317460317460317,63,0,1,0.0,10,0
637,2,0.94566030460064,0.005151688609044,0.0011448196908986,1747,0,1,0.47283015230032,1,1
638,1,0.0,0.0170940170940171,0.0,351,0,1,0.0,2,0
639,1,0.0,0.0262172284644195,0.0074906367041198,267,0,1,0.0,9,0
640,1,0.0,0.0083333333333333,0.0083333333333333,120,0,1,0.0,1,0
644,1,0.0,0.006269592476489,0.006269592476489,319,0,1,0.0,10,0
649,2,0.996485989886783,0.0218921032056294,0.0117279124315872,1279,0,1,0.498242994943392,10,0
650,1,0.0,0.078125,0.03125,128,0,1,0.0,2,0
652,4,1.41829583405449,0.0234833659491194,0.0234833659491194,511,0,1,0.354573958513622,10,1
653,1,0.0,0.0006230529595015,0.0,1605,0,1,0.0,6,0
654,1,0.0,0.0588235294117647,0.0110294117647059,272,0,1,0.0,8,0
655,1,0.0,0.0001970443349753,0.0001970443349753,5075,0,1,0.0,1,0
657,2,0.721928094887362,0.0038071065989847,0.0025380710659898,788,0,1,0.360964047443681,10,0
658,1,0.0,0.0002736726874657,0.0002736726874657,3654,0,1,0.0,1,0
660,1,0.0,0.0187793427230047,0.0,213,1,1,0.0,1,0
661,1,0.0,0.012987012987013,0.012987012987013,77,0,1,0.0,8,0
663,2,0.961236604722876,0.0704697986577181,0.0167785234899329,298,1,1,0.480618302361438,17,0
664,1,0.0,0.000268817204301,0.000268817204301,3720,0,1,0.0,1,0
665,1,0.0,0.0358974358974359,0.0,195,0,1,0.0,2,0
666,1,0.0,0.0193798449612403,0.003875968992248,258,0,1,0.0,3,0
669,3,1.58103096275637,0.0804701627486438,0.0397830018083183,1106,0,1,0.52701032091879,18,0
670,1,0.0,0.0,0.0142857142857143,70,0,1,0.0,10,0
672,2,0.94566030460064,0.0367647058823529,0.0117647058823529,680,0,1,0.47283015230032,10,0
675,3,1.58202394096428,0.0548986486486486,0.0008445945945945,1184,0,1,0.527341313654759,11,0
676,4,1.67943617853313,0.0920716112531969,0.0345268542199488,782,0,1,0.419859044633283,17,0
677,1,0.0,0.000290613193839,0.000290613193839,3441,0,1,0.0,1,0
681,1,0.0,0.0111524163568773,0.0,538,0,1,0.0,9,0
682,1,0.0,0.0,0.049079754601227,163,0,1,0.0,8,0
684,4,1.11780429195445,0.0243832472748135,0.0189328743545611,3486,0,1,0.279451072988612,17,0
687,5,1.90077236088363,0.072289156626506,0.0,1826,0,1,0.380154472176726,17,0
690,1,0.0,0.0038910505836575,0.0,2313,0,1,0.0,1,0
692,1,0.0,0.0024390243902439,0.0024390243902439,410,0,1,0.0,8,0
694,4,1.78048650162727,0.0157687253613666,0.038107752956636,761,0,1,0.445121625406819,20,0
695,4,2.0,0.0078895463510848,0.0,507,0,1,0.5,21,0
696,1,0.0,0.102564102564103,0.0,156,0,1,0.0,2,0
697,1,0.0,0.0153846153846154,0.0153846153846154,65,0,1,0.0,8,0
699,3,1.16929477198758,0.225454545454545,0.0181818181818182,275,0,1,0.38976492399586,19,0
